go_term,number_of_genes,statistic,p_value
GO:0031630,6,0.5672444357634358,0.5705481219112146
GO:0061617,10,0.5670185756881189,0.5707015612413197
GO:0003129,8,-0.5670159637615809,0.5707033357834617
GO:0050998,11,-0.5670150705915088,0.5707039426035558
GO:0086004,15,-0.5665572092580651,0.5710150542221701
GO:0030325,14,-0.5664059256141463,0.5711178674967554
GO:0048714,16,0.56631077244083,0.5711825386793051
GO:0010970,6,-0.5658419799942414,0.571501205954881
GO:0000266,15,0.565649496436911,0.571632073441638
GO:0042622,17,-0.5653959997030206,0.5718044448664479
GO:0030719,6,0.565287520736653,0.5718782153935382
GO:0016684,7,0.5651219326306648,0.5719908314013255
GO:0086080,5,0.5648923210576013,0.5721470070282587
GO:1905516,5,-0.5645350430100031,0.5723900582465142
GO:0140545,6,-0.5642764479728152,0.5725660073903429
GO:0004089,15,-0.5638134409577584,0.5728811034352626
GO:1903244,10,0.5635825588323695,0.5730382593230976
GO:0009992,8,-0.5634851778957745,0.5731045503074508
GO:0035860,11,0.5633775790603966,0.5731778012424229
GO:0008131,6,-0.5630044532054064,0.5734318515626794
GO:0032801,13,0.5615435936702974,0.5744270208015188
GO:0016082,17,0.5615008600012003,0.5744561442067582
GO:0035650,5,-0.5613552683863786,0.5745553715342113
GO:1990430,6,-0.5610801534290699,0.5747428970691677
GO:0046415,8,-0.5609147657854674,0.5748556435364267
GO:0022851,15,-0.5600588106520755,0.5754393241081968
GO:0004726,12,-0.5597186247525975,0.5756713765033392
GO:0070098,70,-0.5593596520477159,0.5759162919351302
GO:1901223,46,0.5593363434941478,0.5759321963057811
GO:0009143,5,0.5584255883960729,0.5765538036972877
GO:0047144,9,0.5583489390582403,0.5766061327357377
GO:0007191,9,-0.5582424144108954,0.5766788615757307
GO:0005687,20,0.5576467263947996,0.5770856424436694
GO:0060992,5,-0.5574252098627979,0.5772369451777684
GO:0012501,35,0.5571722126069166,0.5774097730880384
GO:0005251,26,-0.5570425595583484,0.5774983513389642
GO:0060754,6,0.5564814031161305,0.5778818040928893
GO:0099140,6,-0.5563183268638985,0.5779932607888283
GO:0032009,12,0.5552903251006897,0.5786960953656249
GO:0003747,7,0.5551873819581834,0.5787664986824557
GO:2000134,55,0.5548584596537469,0.5789914772155254
GO:0060586,16,0.5542658570663521,0.579396913221009
GO:0001401,13,-0.5540093676394422,0.5795724347735525
GO:0140275,13,-0.5540093676394422,0.5795724347735525
GO:0048148,11,-0.5540068227319024,0.579574176436688
GO:0008028,15,0.5537873402513745,0.5797243933099259
GO:0001570,34,-0.5537462231895337,0.5797525364318566
GO:0140944,6,-0.5535460305759563,0.5798895700933905
GO:0006874,94,-0.5534478465105414,0.5799567835283226
GO:0032205,5,-0.5534236957296974,0.5799733168821334
GO:0035148,8,0.5516782299605179,0.5811688278861112
GO:0016655,10,-0.5516322943267116,0.5812003058592152
GO:0007015,142,-0.5508099725865481,0.5817639471210911
GO:0007565,74,-0.5507210317276323,0.5818249248666209
GO:0021799,5,-0.5506726547631908,0.5818580933092226
GO:0006533,5,0.5506726547631908,0.5818580933092226
GO:0050916,5,-0.5505654713489113,0.5819315840549519
GO:0009968,77,0.549463162391544,0.582687638241295
GO:0019003,63,-0.5486067342547872,0.583275363357787
GO:0004745,20,0.5480700180116138,0.5836438265035829
GO:0060134,8,-0.5480344589470056,0.5836682421244019
GO:2001222,17,-0.5476450147932328,0.583935674017865
GO:0051938,5,0.5469212352634092,0.5844328460223909
GO:0098868,6,0.5468925194848948,0.5844525752629337
GO:0030212,9,0.5462317604227591,0.5849066368378875
GO:0008089,28,-0.5460645083188327,0.5850215954343366
GO:0032465,38,0.546063216187541,0.5850224836051436
GO:0070847,9,0.545858924157052,0.5851629154657524
GO:0006983,8,0.5456335245582573,0.5853178749974179
GO:0030388,6,-0.5455552942165932,0.5853716618784539
GO:0141069,12,0.545234394641149,0.5855923187993732
GO:0032754,15,0.545081549103033,0.5856974320026851
GO:0033270,11,0.545069674665395,0.5857055985231625
GO:0070254,5,-0.5446346557587803,0.5860048146649499
GO:0006513,43,-0.5443105759764526,0.5862277703782774
GO:0015918,21,0.5439870831783009,0.5864503614928172
GO:0019789,28,-0.5439200585226194,0.5864964851712711
GO:0000182,6,-0.5438266859429352,0.5865607432366651
GO:0048681,9,-0.5438083246956629,0.5865733796453448
GO:0000731,15,-0.5432867532975693,0.5869323834010329
GO:0046697,17,-0.5431685109568125,0.5870137851509437
GO:1990513,5,0.5430626323493479,0.5870866797544425
GO:0010569,19,-0.5429806798770983,0.587143104728344
GO:0042045,7,-0.5429579198841562,0.587158775622497
GO:0006297,5,-0.5424909874731908,0.5874803144292093
GO:0035005,7,-0.5417500717780794,0.5879906906511956
GO:0070578,8,-0.5415095666669955,0.588156405503869
GO:0042589,19,0.5412392408781339,0.5883426934137805
GO:0098688,26,-0.5400860241963529,0.5891377084264472
GO:0031432,13,-0.5399159330640778,0.5892550093329454
GO:2000811,18,0.5399053049623425,0.5892623392082883
GO:0038007,10,0.5396062353315887,0.5894686155891131
GO:0043504,6,-0.5391953203795492,0.589752088993344
GO:0042287,13,0.538542044787863,0.590202886380341
GO:0002532,5,-0.5379178284639331,0.5906337794171043
GO:0019530,5,-0.5377749172448938,0.5907324505941518
GO:0016239,28,-0.5377434390391602,0.5907541853277029
GO:0071732,15,-0.5375310288179785,0.590900857673509
GO:0042797,11,0.5374815300806247,0.5909350396775621
GO:0034605,42,0.5370938814586872,0.5912027669759841
GO:0006837,9,0.5369374849419174,0.5913107971180296
GO:0050699,23,0.5367045462484793,0.5914717152188509
GO:0006699,26,-0.5359957693631913,0.5919614743368272
GO:1904888,13,-0.5358829061887377,0.5920394790616567
GO:0006904,22,0.5358302476658228,0.5920758753068742
GO:2000553,8,-0.5357473241339994,0.5921331920461724
GO:0140673,15,-0.5355505644809151,0.5922692024932075
GO:0043392,10,-0.5349322418145765,0.5926967123697731
GO:0050840,30,-0.5334257975450998,0.5937388635847826
GO:0070314,7,-0.5331441540222825,0.5939337962865963
GO:0070306,9,0.5328362860191392,0.5941469131110784
GO:0060324,6,-0.5327048855407196,0.5942378836899638
GO:0007076,17,-0.5325876837070919,0.5943190297009737
GO:0014912,9,-0.5324368185915959,0.5944234903212176
GO:0030532,16,-0.5322733996413105,0.5945366528186347
GO:0008203,94,0.5320265600538014,0.5947076001537652
GO:0007189,153,0.5312254456250024,0.5952625619740036
GO:1901299,6,-0.5305196637608122,0.5957516791151836
GO:0006897,217,0.5302351273717008,0.5959489188081968
GO:0061337,9,0.5302264321591894,0.5959549467697072
GO:0016788,35,0.5300606228599816,0.5960698994875562
GO:0090543,25,-0.529887468874097,0.5961899549342957
GO:0016929,7,-0.5291582552722293,0.5966956723753623
GO:0016917,6,-0.5282365962295656,0.5973351320050768
GO:0140059,6,-0.5277473674728699,0.5976746921398942
GO:0005879,42,-0.527301855055661,0.5979839862548979
GO:0016780,13,0.5265094426268209,0.5985342930031357
GO:0000077,41,-0.5264604616403636,0.5985683163729572
GO:2000042,25,-0.526307580074851,0.5986745172235329
GO:0097731,23,0.5261577320868225,0.5987786190592483
GO:0016339,44,-0.5259140874211233,0.5989479004953375
GO:0048041,25,-0.5253646629357639,0.599329713740482
GO:0060170,67,-0.5253320697993095,0.5993523672530983
GO:1905700,18,0.524744715786443,0.5997606678688423
GO:0031290,7,0.5245080400638337,0.5999252291733628
GO:0005757,8,0.5238838836248899,0.6003593048863448
GO:0097553,11,0.5237024230885972,0.6004855300356733
GO:2001034,16,-0.5234844066649088,0.6006371995660693
GO:0051897,191,-0.5232930965218902,0.6007703043477421
GO:0097186,11,0.5231965467829458,0.6008374842668729
GO:0030311,6,-0.5230507714085912,0.6009389221244629
GO:0010761,7,-0.5227264641073704,0.6011646192431732
GO:0003743,54,0.5224703217111971,0.6013429049985091
GO:0030185,5,0.522376233393409,0.6014084003714961
GO:0097484,9,-0.5220772966373053,0.601616513179856
GO:0030001,35,-0.521887971242196,0.6017483339124492
GO:0032869,98,-0.5215403373172823,0.6019904133194645
GO:0006363,15,0.5214603859161822,0.6020460947271498
GO:0034647,5,-0.5212329436410946,0.602204507473205
GO:0010812,16,-0.5211972709926406,0.602229355051594
GO:0033197,6,0.5211917021331476,0.6022332340503782
GO:0000287,238,-0.520808646173944,0.6025000793633263
GO:0015179,23,-0.5207093778516538,0.6025692405751536
GO:0034372,8,0.5204943291937157,0.6027190793406842
GO:0060333,13,0.52012750998892,0.6029747054875828
GO:0004169,7,-0.5200993944766535,0.6029943004224503
GO:0016240,7,0.5197974324501343,0.6032047690780915
GO:0030896,5,-0.5195894646221426,0.603349742640914
GO:0042574,16,0.5194294849053417,0.6034612745395711
GO:0097084,7,-0.5193746856130075,0.6034994806959524
GO:0050714,43,-0.5193608749369121,0.603509109693513
GO:0071787,6,0.5193326328577039,0.6035288006832666
GO:0034144,20,0.519054020970021,0.6037230704065057
GO:0070828,11,-0.5184268559010902,0.6041604811140644
GO:0047429,7,-0.517653502061848,0.6047000457083856
GO:0015277,5,-0.5175529797508326,0.6047701954268052
GO:0032983,5,-0.5175529797508326,0.6047701954268052
GO:0016830,9,0.5175499991251475,0.6047722755187878
GO:0048536,11,-0.5173187458982348,0.6049336702016286
GO:0014909,5,0.5168026958508762,0.6052938979610543
GO:0032420,54,-0.5167377352661554,0.6053392503846174
GO:0008483,27,-0.5166474702338086,0.6054022717102352
GO:0032332,16,-0.5165930371720484,0.6054402772573657
GO:0003254,11,-0.5164515293742611,0.605539083998822
GO:0009952,46,-0.5164401024154402,0.605547063100867
GO:0043657,9,0.5162184410333364,0.6057018518996113
GO:0048185,11,-0.5154879554587347,0.6062120840676954
GO:0051610,9,0.5152597192072323,0.6063715427483068
GO:0033189,14,0.5151357794350864,0.6064581419004949
GO:0004177,34,0.5145619930061593,0.6068591297801273
GO:0030983,12,-0.5144900017453515,0.6069094488878508
GO:1900026,39,-0.514234165225329,0.6070882838024916
GO:0061817,6,-0.5136249640295875,0.6075142224947823
GO:0000137,24,-0.5132749066437365,0.6077590344353223
GO:0046549,5,0.5131941875701338,0.6078154914020035
GO:0060077,16,-0.5129376150932268,0.6079949602280003
GO:0051247,23,0.5128950716244548,0.6080247210671714
GO:0006298,27,-0.5125567356875311,0.6082614235523685
GO:0070403,18,0.5122960829351765,0.6084438062663893
GO:0017071,6,-0.5120594320081613,0.6086094156312752
GO:0034101,5,0.5120508978178194,0.6086153882703742
GO:0006029,6,0.5118311252550366,0.6087692047271205
GO:0016242,11,0.511778195883958,0.608806252011229
GO:0017166,12,-0.5117453785235961,0.6088292226365245
GO:0032675,10,0.5116380687189812,0.6089043371997815
GO:0140361,7,-0.5109499450731221,0.6093861069925735
GO:0071243,6,0.510917898242538,0.6094085477806637
GO:1903804,5,0.510693241236946,0.6095658741290788
GO:0052869,5,-0.5106217856274264,0.6096159179735297
GO:2001214,12,0.5104076630037491,0.6097658894115585
GO:0007019,15,-0.5100108264675339,0.6100438769686769
GO:0045921,26,0.5095736634294347,0.6103501787365018
GO:0004725,98,0.5093575712551286,0.6105016106469361
GO:0001221,43,-0.5089032083556099,0.6108200709980482
GO:0072344,35,-0.5087441860783855,0.6109315462008629
GO:0033625,9,-0.5085486664245042,0.611068618560433
GO:0032787,19,0.5083718711397848,0.6111925756189858
GO:0031985,10,-0.507949403565015,0.6114888268130112
GO:0010181,15,-0.5075146162093602,0.6117937835188829
GO:0016308,8,-0.5073033131990631,0.6119420142254663
GO:0050678,7,-0.5068432615124611,0.6122647990188399
GO:0008061,8,-0.5068231263213134,0.6122789281370846
GO:0015813,22,-0.5063070282843689,0.612641129856234
GO:0008312,7,-0.506118552648815,0.6127734271606087
GO:0034587,19,0.5060071802885595,0.612851609049327
GO:0043197,151,-0.5059741958182483,0.6128747645465458
GO:0036324,6,0.50576468867201,0.6130218501199489
GO:0021559,6,-0.5056016124197781,0.6131363494324571
GO:0090160,11,0.5050813571710495,0.6135016948242074
GO:0034475,8,0.5048741325233883,0.6136472435395364
GO:1902514,11,-0.5044791234738456,0.6139247288698235
GO:0099502,13,-0.504239156859146,0.6140933272406683
GO:0046514,7,-0.5040954070711364,0.6141943343119997
GO:0034056,11,0.503949157820306,0.6142971051647912
GO:0000974,12,-0.5036729572831392,0.6144912147826405
GO:0070390,5,-0.5036548636992604,0.6145039316261274
GO:0044853,43,-0.5031258960484568,0.6148757609639695
GO:0047631,5,0.5029045797993041,0.6150313610479252
GO:0050871,8,0.5028403998646838,0.6150764870622134
GO:0050775,18,-0.5022957439880925,0.6154595025708147
GO:0035459,10,0.5015321367903065,0.6159966665155263
GO:0030131,12,-0.5015049355785594,0.6160158051635642
GO:0071007,30,0.5013131589302707,0.6161507457437254
GO:0030897,12,-0.5011589746682541,0.6162592444493362
GO:0048487,44,-0.5011528564166922,0.6162635500057798
GO:0042462,11,0.5011307041173914,0.6162791392063345
GO:0000425,16,-0.5008727247347117,0.61646069934766
GO:0032873,7,0.5006530399688176,0.6166153270875558
GO:0035473,10,0.5004962787676174,0.6167256757252997
GO:0009755,42,0.5002566234412571,0.616894392614793
GO:0030858,6,-0.49986132834121527,0.6171727238025431
GO:0003009,31,-0.49920945858495014,0.6176318318643153
GO:0010936,5,0.49918888810428225,0.6176463219665351
GO:0005198,195,0.49846232065114876,0.6181582205183651
GO:0003785,29,-0.49810981030341034,0.6184066462959188
GO:0008318,7,0.4978145969195373,0.6186147265613029
GO:0072332,19,-0.4972266615464127,0.6190292221286188
GO:0005979,11,0.4969873362806278,0.6191979816131439
GO:0002323,17,-0.49681441062470305,0.6193199321070829
GO:0042391,66,-0.4967771791079319,0.6193461898586707
GO:0016310,14,-0.4967289214565983,0.6193802245808093
GO:0044281,29,0.4960768301737721,0.6198402056261746
GO:0101021,9,0.49560592177210017,0.6201724739690583
GO:1990708,9,0.4953928724774104,0.6203228249432724
GO:0050658,10,-0.4949885458664896,0.6206082058255851
GO:0042149,47,-0.4949265807468701,0.6206519469530942
GO:0140861,26,-0.49452904795113917,0.6209325969338763
GO:0070417,12,-0.494101372098026,0.6212345889058858
GO:0071397,16,0.4939813552418512,0.6213193470988247
GO:2001033,8,-0.4919655793980001,0.6227436767102674
GO:1990138,19,-0.49185569705486987,0.6228213592714532
GO:0035641,10,0.49119882139323656,0.6232858324710692
GO:0097728,5,0.49118585983808133,0.6232949990245638
GO:0047024,6,-0.49085951921801446,0.6235258099073319
GO:0001654,45,-0.49079302111454526,0.6235728465468144
GO:0071439,8,0.49072274277323624,0.6236225587609276
GO:0019852,7,0.4906279006883805,0.623689649146941
GO:0035091,113,-0.4905929352691735,0.6237143841385789
GO:0048407,11,-0.490386854959272,0.6238601766453133
GO:0046209,12,-0.4903649942667288,0.6238756429619139
GO:0030368,6,0.48997890745596223,0.6241488245179226
GO:0036269,7,0.48969181840617104,0.624351992218457
GO:0007185,6,-0.4896853702019448,0.6243565558233832
GO:0032094,16,0.4890874841527184,0.6247797619177573
GO:0090521,6,-0.4888699889407853,0.6249337438665087
GO:0008237,169,0.48850449112562766,0.6251925453604871
GO:0033762,8,-0.4879828529413705,0.6255619866776987
GO:0003400,5,-0.4879346296049372,0.6255961447809839
GO:0051321,150,-0.4878216854747507,0.6256761498001246
GO:0043235,200,-0.4876628561544676,0.6257886654760503
GO:0031681,23,-0.4876526964982147,0.6257958629361664
GO:0000243,5,0.48739871253353984,0.6259758057542035
GO:0044309,8,0.48730494205513564,0.6260422459892592
GO:0007031,22,-0.48584690914003753,0.627075712527932
GO:0015881,5,0.485719505709828,0.6271660520149651
GO:0071875,14,-0.485667723738667,0.6272027712798169
GO:0098914,5,0.48432612132419484,0.6281544405724677
GO:1990384,7,0.48383375509169874,0.6285038571215646
GO:0034185,16,0.4834745136382437,0.6287588518104659
GO:0071548,14,-0.4834255890661134,0.6287935825944095
GO:1901857,8,0.4824183344168596,0.6295087992733293
GO:0004321,7,-0.4823239449591028,0.6295758397843976
GO:0015645,7,-0.4823239449591028,0.6295758397843976
GO:0045947,17,-0.48189273116996884,0.6298821500150953
GO:0006888,120,0.48151874065455236,0.6301478635712829
GO:0006950,50,0.48149351571766025,0.6301657871597366
GO:0005031,10,0.4814718619118871,0.6301811734532701
GO:0097104,7,-0.4810859006503741,0.630455448375034
GO:0000307,44,-0.48024738887767116,0.6310514938917586
GO:0008392,14,0.4799235882442201,0.631281727758301
GO:0008409,10,0.4798549128032991,0.6313305630603114
GO:0038127,10,-0.47965279416472567,0.6314742995385383
GO:0017004,9,0.4790413391099698,0.6319092200502288
GO:0007100,5,-0.4787883115864219,0.6320892327156504
GO:0010544,9,-0.47866850284426266,0.6321744764706996
GO:0043616,10,-0.47854114165257144,0.6322650991439003
GO:0043589,10,-0.4785158768227497,0.6322830767554914
GO:0035249,32,0.477861733905866,0.632748618710582
GO:0009893,13,0.4777142493328705,0.6328536009874982
GO:1990913,6,-0.4776829580376771,0.6328758756677655
GO:0006710,5,0.4766089154960725,0.6336406336131251
GO:0045722,20,-0.47629830611747676,0.6338618719854345
GO:0046314,5,0.4758586315961162,0.6341750958057503
GO:0030850,14,-0.4757809775158829,0.6342304233293306
GO:0098890,10,-0.47555989173361235,0.6343879552716165
GO:0010717,11,-0.4741506344826522,0.6353924931527979
GO:0032469,18,0.47389553469957524,0.6355744035927329
GO:0046827,18,-0.4737072043992535,0.635708715144594
GO:1900747,21,0.4736827072768037,0.6357261866423127
GO:0019205,9,-0.47315585234416463,0.636101991860207
GO:0009123,9,-0.47315585234416463,0.636101991860207
GO:1905024,5,-0.4730004072153301,0.6362128886545662
GO:0003796,11,0.47272936295725076,0.6364062750365289
GO:0006986,72,-0.4726551557608413,0.6364592251806177
GO:0004629,15,0.4725264129212388,0.6365510933442533
GO:0045646,5,-0.4714283838058978,0.637334850650798
GO:0002674,5,0.47117828917257903,0.6375134213518898
GO:0010507,59,0.47071986883534744,0.6378407938475824
GO:0010838,15,-0.4706903574420862,0.6378618712901627
GO:0042605,41,0.46997998392869766,0.6383693181275386
GO:0071782,21,0.4699687112284359,0.6383773720126724
GO:1990050,7,0.4698227170612083,0.6384816827523689
GO:0120013,17,0.46881203814146805,0.6392039944757013
GO:0033151,6,-0.46802884390554866,0.6397639629600274
GO:0006998,16,-0.4678940260891679,0.6398603757677692
GO:0110052,7,-0.46725603983579517,0.6403167039119071
GO:0140900,14,-0.4672181584330828,0.6403438033689389
GO:0006103,16,-0.46675545199904317,0.6406748512774134
GO:0002043,6,0.46587623737608763,0.6413040910771632
GO:0001217,17,-0.4648587620261878,0.6420326036248952
GO:0009249,5,-0.46478301212057027,0.6420868543640367
GO:0033276,14,-0.46420729187279647,0.6424992374036246
GO:0042627,14,-0.4641645845457002,0.6425298326562803
GO:0045760,7,0.46384386893612833,0.6427596106186702
GO:0070474,8,0.4636063073238431,0.642929834611867
GO:0008821,7,0.463602299314913,0.6429327066983528
GO:0051968,26,0.4635622144249809,0.6429614312968592
GO:0006853,5,0.4628894384682995,0.6434436182561619
GO:0045329,6,-0.4626147123314497,0.6436405611167131
GO:0045840,24,-0.46241717310759917,0.6437821864841584
GO:0050673,9,-0.46205065785845983,0.644044993156201
GO:0010634,33,-0.4619181698976626,0.6441400034866103
GO:0006605,33,-0.4617790546796474,0.6442397726421425
GO:0019228,22,0.46170703501221283,0.6442914254505542
GO:0051054,6,-0.46147317856582637,0.6444591601199935
GO:0045504,14,-0.4613886082844433,0.6445198230215015
GO:0016554,12,0.46128121374039677,0.6445968613505142
GO:0006172,5,0.46124595944934754,0.6446221514717096
GO:0048205,6,-0.4611470260613626,0.644693124812138
GO:0060468,5,-0.4601383975017929,0.6454168846236551
GO:0042177,37,-0.4600498846126029,0.645480414705258
GO:0071425,12,0.4599204341598626,0.6455733323608305
GO:0046527,6,-0.45954887878948997,0.6458400601345258
GO:0019079,12,0.4593668967033741,0.6459707159006676
GO:0005244,12,-0.45920544827856496,0.6460866384735402
GO:0019894,43,-0.4590525599668846,0.6461964226702963
GO:1900181,15,-0.4589107206039274,0.6462982798613068
GO:1905564,23,-0.458694777046462,0.64645336522986
GO:0051310,16,-0.45824610879916333,0.6467756368760804
GO:0045638,12,0.4581675655476491,0.6468320601280269
GO:0015075,14,0.4577584854812612,0.64712596450725
GO:0019752,24,0.4576543577796479,0.647200784049345
GO:0034098,9,-0.4573635733752847,0.6474097421030585
GO:0004445,8,0.45705316875690644,0.6476328299360627
GO:0007077,9,-0.4566711631675429,0.6479074208387724
GO:0048013,50,-0.45665864650691484,0.6479164187983388
GO:0071651,5,0.45652988922105053,0.6480089826422856
GO:0071774,8,-0.4561210412883336,0.648302940219277
GO:0045028,12,0.455722775114825,0.6485893423309854
GO:2000378,16,0.45548956100201915,0.6487570759510317
GO:1901317,5,-0.45538659946873616,0.6488311342183632
GO:0035235,23,0.45517917232590976,0.6489803431503653
GO:1990003,6,0.4551132047287823,0.6490277986911666
GO:0098876,7,-0.4547548119379007,0.6492856429444802
GO:0007498,22,-0.4545519558776423,0.6494316055498088
GO:0045040,13,0.4544689460788497,0.6494913381196835
GO:0042403,11,0.4541323863875913,0.6497335443653167
GO:2000052,8,0.4539460771949968,0.6498676382857994
GO:0001867,9,0.4537949976892309,0.6499763843676892
GO:0048743,7,-0.4536375524397797,0.6500897204056145
GO:0140439,7,0.45354696383182397,0.6501549337517885
GO:0005290,5,-0.45342157020694573,0.650245207115846
GO:0046902,13,0.45336097166254746,0.6502888350526658
GO:0004993,13,-0.45325017422091723,0.6503686067969248
GO:0019371,11,-0.4529279189931833,0.6506006463086045
GO:0008206,14,0.45278308187454697,0.6507049471454893
GO:0035542,12,0.4524938066186422,0.6509132819747268
GO:0016614,5,0.45231400825939116,0.651042785745044
GO:0032328,7,-0.45227872332044333,0.6510682017441108
GO:0019433,27,0.45227222658449406,0.6510728814346511
GO:1990456,7,-0.45194656509127223,0.6513074776182705
GO:0030021,16,0.4516343890828247,0.6515323917032882
GO:0034121,10,0.4514319792539014,0.6516782392733875
GO:0048102,5,-0.45102780728803743,0.6519695075860849
GO:0048842,7,-0.45070852078254353,0.6521996403620927
GO:0061180,5,-0.4495629672928846,0.6530255957035251
GO:1903358,12,-0.4494493506079556,0.6531075376579172
GO:0004468,5,-0.4493486004643256,0.6531802035819141
GO:0060326,97,0.4493150152464621,0.65320442761241
GO:0032355,78,-0.4483678117231255,0.653887768128073
GO:0004465,12,0.4477195460564291,0.6543556134142017
GO:0015823,5,0.4475264824215745,0.6544949712960022
GO:0043249,13,-0.4473335908378633,0.6546342170123354
GO:0030877,12,0.44730439296406277,0.6546552955931715
GO:0030595,12,0.4470506882965055,0.6548384621037779
GO:0031492,56,-0.4469779353269517,0.6548909912128009
GO:0022849,9,-0.4468442644499768,0.6549875087300594
GO:0045742,32,0.4460052267824187,0.6555934703789194
GO:0007209,6,-0.4457852431011177,0.6557523824016881
GO:0055074,29,0.44577170141848976,0.6557621651646427
GO:0090556,9,-0.4455393375200019,0.655930038358396
GO:0034979,7,0.44545438152110967,0.6559914198520578
GO:0046826,5,-0.44466825804078847,0.6565595114770166
GO:0006654,32,-0.444634902529215,0.6565836202104184
GO:0030263,5,0.44445389121222956,0.6567144580041198
GO:1990316,8,0.444314093353077,0.6568155132742766
GO:0031643,21,0.4438661192828652,0.657139381259947
GO:0060347,9,0.44375504967697504,0.6572196902695834
GO:1903902,6,0.44369786707254943,0.6572610377627968
GO:0007159,35,-0.4435385838320201,0.6573762175282744
GO:0000395,59,0.443510116523386,0.6573968034634913
GO:1905205,12,0.44336043858658236,0.6575050462926919
GO:0006335,9,-0.44332895108759546,0.6575278180714974
GO:0097526,6,0.44268679430871166,0.6579922955741712
GO:0051450,6,-0.4425237180564798,0.6581102710577488
GO:2000727,12,-0.441769018399178,0.6586563599604768
GO:0032433,18,0.44163455425446246,0.6587536752382622
GO:0007346,65,-0.441221158190858,0.6590528971538484
GO:1905821,5,-0.4411669331743256,0.6590921500377167
GO:0071305,13,-0.44115109359489685,0.6591036163095805
GO:0031394,9,0.4410919334933528,0.6591464430167235
GO:1903604,5,0.4410240219552863,0.6591956063715221
GO:1904178,13,-0.4409294987116364,0.6592640372501224
GO:0008083,164,-0.4408869719939448,0.6592948257469708
GO:0048069,7,-0.4398378878278527,0.6600545244530641
GO:0050750,25,-0.43973500138951555,0.660129048990159
GO:0045606,6,-0.43949049976496646,0.6603061642866963
GO:0001758,8,0.4394274857148009,0.6603518143166911
GO:0006665,55,-0.4390213279489639,0.6606460824212194
GO:0035973,10,-0.43900168298163145,0.6606603168598841
GO:0036041,6,-0.438936040507378,0.6607078812691098
GO:0010800,8,0.43849535824622804,0.6610272342543692
GO:0046849,9,-0.43837555498605807,0.6611140637799957
GO:0021952,5,-0.4381300697697404,0.6612919977645665
GO:1902387,6,0.4381206592462185,0.6612988191344646
GO:0060079,59,0.43721893454879024,0.661952579227795
GO:0046875,27,0.43703193359441506,0.6620881892176207
GO:1905601,5,0.43691532440790637,0.662172757875862
GO:0022829,15,0.4368780548540962,0.66219978783991
GO:0030199,59,-0.43660490686227055,0.6623979034653642
GO:0043652,9,-0.4365912671430312,0.6624077970424871
GO:0038163,7,0.436365324522882,0.6625716932043886
GO:1902107,8,-0.43578371470128874,0.6629936605605122
GO:0007519,38,-0.4356552210059578,0.6630868992500197
GO:0045111,39,0.43515764073856117,0.6634480069111172
GO:0031648,49,-0.43480977987327346,0.6637005055395087
GO:1904903,10,0.4344792784435495,0.6639404390140544
GO:0120009,45,-0.4343885211641603,0.6640063319290321
GO:0047086,5,-0.43369982197952206,0.6645064359098884
GO:0090303,33,0.4332187004211273,0.6648558945212715
GO:0001657,29,-0.43293573198683216,0.6650614602969209
GO:0000793,34,-0.4326026727904968,0.6653034473665116
GO:0017076,5,0.432270709789129,0.6655446726827028
GO:0045252,8,0.4322246825485559,0.6655781217204564
GO:0006048,10,-0.431775941652629,0.6659042667497822
GO:0090156,5,0.43169906491297183,0.665960147131581
GO:0046685,10,-0.43104326158780004,0.6664369146681275
GO:0008474,15,0.43089540216921696,0.666544426758735
GO:0045736,7,-0.43086961564023274,0.6665631774571827
GO:0005391,8,-0.4306146441937482,0.6667485913933149
GO:0031588,11,-0.430139395890984,0.6670942438673895
GO:0099508,10,-0.42990634424582413,0.6672637703057476
GO:0006476,9,0.4298269520366307,0.6673215256693891
GO:0030127,16,-0.4296619066418204,0.6674415973695007
GO:0006576,5,0.4295911244321421,0.6674930945402449
GO:0098984,9,0.4294008534472511,0.6676315328121674
GO:0030139,73,0.42880883862692015,0.6680623461131614
GO:0070837,13,0.42856450422570347,0.6682401818500942
GO:0045656,6,-0.42814039260962633,0.6685489103955906
GO:0046626,11,-0.42797135458104957,0.6686719758596232
GO:0043184,9,0.4279627707080951,0.6686782254501691
GO:0005768,368,0.4271751003919767,0.6692517958310173
GO:0090162,8,-0.42668841031097143,0.6696062931609266
GO:0061809,11,0.4265500830556481,0.6697070619775678
GO:0034383,14,0.4265394293738953,0.6697148232319609
GO:0006890,54,0.4264304626537518,0.6697942079957637
GO:0008236,151,-0.42632860195947775,0.6698684191920112
GO:2000300,36,-0.4262712933929681,0.6699101730953421
GO:0016361,7,-0.4260382232159257,0.6700799939870963
GO:0015939,7,0.42576645739205843,0.6702780308118301
GO:0030895,6,0.42536809632168404,0.6705683595016683
GO:0043560,12,0.4251167665831497,0.6707515559121795
GO:0005525,389,0.4248993030264289,0.6709100827673313
GO:0007342,26,0.4246656148238043,0.6710804534136559
GO:0050847,11,0.4246229352245953,0.671111570849586
GO:0004305,5,0.4235888532324914,0.6718656859836266
GO:0005549,58,-0.42346926200084983,0.671952920470146
GO:0061709,25,-0.42333783215725523,0.6720487955953304
GO:0007631,26,0.42314548180151823,0.6721891204850045
GO:0140284,7,0.42310919155868953,0.6722155964989327
GO:0071398,25,0.42281043782522343,0.6724335715784262
